"Channel","Company","Category","PickupDate","DropoffDate","Duration","PickupLocation","DropoffLocation","Daily Rate","TotalRate"
"DiscoverCars","Berent","INTERMEDIATE (Renault Megane Grandtour (IWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","20,90 €","62,69 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","19,29 €","57,86 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","18,69 €","56,07 €"
"DiscoverCars","Drivalia","COMPACT (Seat Leon STW (CWMD))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","28,99 €","86,98 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","21,29 €","63,86 €"
"DiscoverCars","Drive On","COMPACT (Opel Astra SW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","25,10 €","75,29 €"
"DiscoverCars","Ausocar","COMPACT (Fiat Tipo STW (CWMD))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","45,78 €","137,34 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","30,90 €","92,69 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","69,04 €","207,11 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Waygo","COMPACT (Fiat Tipo STW (CWMD))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","39,87 €","119,62 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","43,09 €","129,28 €"
"DiscoverCars","Record Go","COMPACT (Opel Astra STW (CWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","18,15 €","54,45 €"
"DiscoverCars","First Rent","INTERMEDIATE (Peugeot 308 SW Estate (IWMR))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","114,41 €","343,24 €"
"DiscoverCars","Waygo","COMPACT (Ford Focus STW (CWMV))","19/06/2023","22/06/2023","3","Lisbon Airport","Lisbon Airport","30,25 €","90,74 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","80,51 €","241,53 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","19,90 €","59,69 €"
"DiscoverCars","Drive On","INTERMEDIATE (Volkswagen Golf STW (IWMD))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","26,30 €","78,90 €"
"DiscoverCars","Surprice","ECONOMY (Ford Focus STW (EWMV))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","22,27 €","66,80 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","99,90 €","299,71 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","47,55 €","142,64 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","109,25 €","327,74 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Surprice","ECONOMY (Renault Megane STW (EWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","65,20 €","195,59 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","19,59 €","58,78 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","93,16 €","279,47 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","28,47 €","85,40 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","19,99 €","59,96 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","19,39 €","58,17 €"
"DiscoverCars","Drivalia","COMPACT (Seat Leon STW (CWMD))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","29,69 €","89,08 €"
"DiscoverCars","Drive On","COMPACT (Opel Astra SW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","25,80 €","77,39 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","21,99 €","65,96 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","31,60 €","94,79 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","69,04 €","207,11 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Epi","COMPACT (Ford Focus STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","41,26 €","123,79 €"
"DiscoverCars","Waygo","COMPACT (Fiat Tipo STW (CWMD))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","40,18 €","120,53 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","48,04 €","144,11 €"
"DiscoverCars","First Rent","INTERMEDIATE (Peugeot 308 SW Estate (IWMR))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","129,38 €","388,14 €"
"DiscoverCars","Waygo","COMPACT (Ford Focus STW (CWMV))","22/06/2023","25/06/2023","3","Lisbon Airport","Lisbon Airport","30,95 €","92,84 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","80,51 €","241,53 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","26,40 €","79,19 €"
"DiscoverCars","Drive On","INTERMEDIATE (Volkswagen Golf STW (IWMD))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","26,30 €","78,90 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","99,90 €","299,71 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","47,01 €","141,04 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","109,25 €","327,74 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","19,59 €","58,78 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","93,16 €","279,47 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","28,47 €","85,40 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Bravacar","INTERMEDIATE (Renault Megane Grandtour (IWMD))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","19,99 €","59,96 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","24,15 €","72,45 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","21,99 €","65,96 €"
"DiscoverCars","Ausocar","COMPACT (Fiat Tipo STW (CWMD))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","78,48 €","235,44 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","31,60 €","94,79 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","69,04 €","207,11 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Epi","COMPACT (Ford Focus STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","41,26 €","123,79 €"
"DiscoverCars","Waygo","COMPACT (Fiat Tipo STW (CWMD))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","40,18 €","120,53 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","43,09 €","129,28 €"
"DiscoverCars","First Rent","INTERMEDIATE (Peugeot 308 SW Estate (IWMR))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","114,41 €","343,24 €"
"DiscoverCars","Waygo","COMPACT (Ford Focus STW (CWMV))","26/06/2023","29/06/2023","3","Lisbon Airport","Lisbon Airport","30,95 €","92,84 €"
"DiscoverCars","Klass Wagen","COMPACT (Kia Ceed STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","27,10 €","81,29 €"
"DiscoverCars","Europcar","COMPACT (Fiat Tipo STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","80,51 €","241,53 €"
"DiscoverCars","Europcar","COMPACT (Renault Megane STW (CWMD))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","99,90 €","299,71 €"
"DiscoverCars","Surprice","ECONOMY (Ford Focus STW (EWMV))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","27,38 €","82,13 €"
"DiscoverCars","Enterprise","COMPACT (Renault Megane STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","78,57 €","235,71 €"
"DiscoverCars","Europcar","COMPACT ELITE (Volkswagen Golf STW (DWMD))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","109,25 €","327,74 €"
"DiscoverCars","Surprice","ECONOMY (Renault Megane STW (EWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","75,25 €","225,74 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMV))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","60,58 €","181,75 €"
"DiscoverCars","Turisprime","COMPACT (Peugeot 308 STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","20,29 €","60,88 €"
"DiscoverCars","Keddy","COMPACT (Peugeot 308 STW (CWMD))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","93,16 €","279,47 €"
"DiscoverCars","Greenmotion","COMPACT (Fiat Tipo STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","29,17 €","87,50 €"
"DiscoverCars","Golfauto","COMPACT (Ford Focus STW (CWMV))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","60,57 €","181,72 €"
"DiscoverCars","Golfauto","INTERMEDIATE (Renault Megane Grandtour (IWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","60,56 €","181,68 €"
"DiscoverCars","Carwiz","COMPACT (Fiat Tipo STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","24,85 €","74,55 €"
"DiscoverCars","Drivalia","COMPACT (Seat Leon STW (CWMD))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","30,39 €","91,18 €"
"DiscoverCars","Right Cars","COMPACT (Renault Megane STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","38,82 €","116,45 €"
"DiscoverCars","Cael","COMPACT (Renault Megane STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","32,30 €","96,89 €"
"DiscoverCars","Crc","COMPACT (Peugeot 308 STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","58,59 €","175,77 €"
"DiscoverCars","Rentauto","INTERMEDIATE (Peugeot 308 SW Estate (IWMV))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","69,04 €","207,11 €"
"DiscoverCars","Movyng","COMPACT (Ford Focus STW (CWMD))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","81,51 €","244,54 €"
"DiscoverCars","Epi","COMPACT (Ford Focus STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","41,96 €","125,89 €"
"DiscoverCars","Waygo","COMPACT (Fiat Tipo STW (CWMD))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","73,95 €","221,84 €"
"DiscoverCars","Alamo","COMPACT (Hyundai i30 STW (CWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","72,85 €","218,56 €"
"DiscoverCars","First Rent","INTERMEDIATE (Peugeot 308 SW Estate (IWMR))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","129,38 €","388,14 €"
"DiscoverCars","Waygo","COMPACT (Ford Focus STW (CWMV))","29/06/2023","02/07/2023","3","Lisbon Airport","Lisbon Airport","65,04 €","195,12 €"
