Region,Location,Season,Category,Current Utilization,Forecast Utilization,Duration,Competitor Rate,Recommend Rate,Current Rate
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,5,€27.12,20.96,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,6,€27.12,20.96,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,7,€27.12,16.92,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,8,€27.12,16.92,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,9,€27.12,16.92,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,10,€27.12,16.92,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,11,€27.12,16.92,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,12,€27.12,16.92,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,13,€27.12,16.92,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,14,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,15,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,16,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,17,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,18,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,19,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,20,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,21,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,22,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,23,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,24,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,25,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,26,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,27,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,28,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,29,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,30,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CDMR (Skoda Scala Manual),89,,31,€27.12,16.71,29.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,1,€55.99,56.49,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,2,€55.99,56.49,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,3,€55.99,33.21,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,4,€55.99,33.21,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,5,€55.99,37.63,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,6,€55.99,37.63,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,7,€55.99,33.2,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,8,€55.99,33.2,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,9,€55.99,33.2,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,10,€55.99,33.2,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,11,€55.99,33.2,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,12,€55.99,33.2,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,13,€55.99,33.2,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,14,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,15,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,16,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,17,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,18,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,19,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,20,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,21,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,22,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,23,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,24,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,25,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,26,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,27,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,28,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,29,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,30,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGAR (Citroen C4 Automatic),99,,31,€55.99,31.57,56.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,1,€29.12,30.12,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,2,€29.12,30.12,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,3,€29.12,19.81,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,4,€29.12,19.81,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,5,€29.12,21.96,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,6,€29.12,21.96,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,7,€29.12,17.92,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,8,€29.12,17.92,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,9,€29.12,17.92,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,10,€29.12,17.92,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,11,€29.12,17.92,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,12,€29.12,17.92,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,13,€29.12,17.92,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,14,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,15,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,16,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,17,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,18,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,19,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,20,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,21,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,22,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,23,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,24,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,25,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,26,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,27,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,28,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,29,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,30,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CGMR (Ford Puma Manual),89,,31,€29.12,17.71,30.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,1,"45,86 €",46.78,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,2,"45,86 €",46.78,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,3,"45,86 €",32.81,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,4,"45,86 €",32.81,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,5,"45,86 €",33.23,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,6,"45,86 €",33.23,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,7,"45,86 €",27.01,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,8,"45,86 €",27.01,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,9,"45,86 €",27.01,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,10,"45,86 €",27.01,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,11,"45,86 €",27.01,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,12,"45,86 €",27.01,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,13,"45,86 €",27.01,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,14,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,15,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,16,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,17,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,18,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,19,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,20,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,21,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,22,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,23,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,24,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,25,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,26,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,27,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,28,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,29,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,30,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),CWMR (Kia Ceed Sports Wagon Manual),89,,31,"45,86 €",23.05,46.78
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,1,€30.12,29.62,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,2,€30.12,29.62,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,3,€30.12,19.31,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,4,€30.12,19.31,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,5,€30.12,21.46,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,6,€30.12,21.46,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,7,€30.12,17.42,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,8,€30.12,17.42,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,9,€30.12,17.42,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,10,€30.12,17.42,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,11,€30.12,17.42,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,12,€30.12,17.42,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,13,€30.12,17.42,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,14,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,15,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,16,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,17,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,18,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,19,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,20,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,21,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,22,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,23,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,24,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,25,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,26,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,27,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,28,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,29,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,30,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),DDMR (VW Golf Manual),89,,31,€30.12,17.21,29.62
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,1,"54,40 €",55.49,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,2,"54,40 €",55.49,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,3,"54,40 €",32.21,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,4,"54,40 €",32.21,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,5,"54,40 €",36.63,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,6,"54,40 €",36.63,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,7,"54,40 €",32.2,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,8,"54,40 €",32.2,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,9,"54,40 €",32.2,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,10,"54,40 €",32.2,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,11,"54,40 €",32.2,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,12,"54,40 €",32.2,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,13,"54,40 €",32.2,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,14,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,15,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,16,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,17,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,18,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,19,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,20,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,21,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,22,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,23,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,24,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,25,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,26,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,27,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,28,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,29,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,30,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),EDAR (Peugeot 208 Automatic),99,,31,"54,40 €",30.57,55.49
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,1,€27.02,27.12,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,2,€27.02,27.12,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,3,€27.02,16.81,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,4,€27.02,16.81,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,5,€27.02,18.96,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,6,€27.02,18.96,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,7,€27.02,14.92,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,8,€27.02,14.92,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,9,€27.02,14.92,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,10,€27.02,14.92,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,11,€27.02,14.92,27.12
Porto Airport,Porto Airport,SEP4_MO(04/09/2023--05/09/2023),HDMR (VW Polo Manual),89,,12,€27.02,14.92,27.12
